# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-10-09 09:55:13 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06719505 CLEAR CREEK AT GOLDEN, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06719505
#            TS   parameter     statistic     Description
#         17572       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	17572_00060_00003	17572_00060_00003_cd
USGS	06719505	2004-05-23	288	A
USGS	06719505	2004-05-24	285	A
USGS	06719505	2004-05-25	284	A
USGS	06719505	2004-05-26	268	A
USGS	06719505	2004-05-27	263	A
USGS	06719505	2004-05-28	266	A
USGS	06719505	2004-05-29	297	A
USGS	06719505	2004-05-30	271	A
USGS	06719505	2004-05-31	247	A
USGS	06719505	2004-06-01	234	A
USGS	06719505	2004-06-02	227	A
USGS	06719505	2004-06-03	241	A
USGS	06719505	2004-06-04	267	A
USGS	06719505	2004-06-05	285	A
USGS	06719505	2004-06-06	326	A
USGS	06719505	2004-06-07	359	A
USGS	06719505	2004-06-08	404	A
USGS	06719505	2004-06-09	414	A
USGS	06719505	2004-06-10	439	A
USGS	06719505	2004-06-11	401	A
USGS	06719505	2004-06-12	356	A
USGS	06719505	2004-06-13	335	A
USGS	06719505	2004-06-14	333	A
USGS	06719505	2004-06-15	346	A
USGS	06719505	2004-06-16	352	A
USGS	06719505	2004-06-17	359	A
USGS	06719505	2004-06-18	367	A
USGS	06719505	2004-06-19	344	A
USGS	06719505	2004-06-20	324	A
USGS	06719505	2004-06-21	330	A
USGS	06719505	2004-06-22	320	A
USGS	06719505	2004-06-23	277	A
USGS	06719505	2004-06-24	254	A
USGS	06719505	2004-06-25	258	A
USGS	06719505	2004-06-26	275	A
USGS	06719505	2004-06-27	303	A
USGS	06719505	2004-06-28	354	A
USGS	06719505	2004-06-29	303	A
USGS	06719505	2004-06-30	366	A
USGS	06719505	2004-07-01	363	A
USGS	06719505	2004-07-02	316	A
USGS	06719505	2004-07-03	304	A
USGS	06719505	2004-07-04	286	A
USGS	06719505	2004-07-05	271	A
USGS	06719505	2004-07-06	267	A
USGS	06719505	2004-07-07	250	A
USGS	06719505	2004-07-08	240	A
USGS	06719505	2004-07-09	227	A
USGS	06719505	2004-07-10	219	A
USGS	06719505	2004-07-11	216	A
USGS	06719505	2004-07-12	204	A
USGS	06719505	2004-07-13	195	A
USGS	06719505	2004-07-14	191	A
USGS	06719505	2004-07-15	218	A
USGS	06719505	2004-07-16	265	A
USGS	06719505	2004-07-17	314	A
USGS	06719505	2004-07-18	319	A
USGS	06719505	2004-07-19	277	A
USGS	06719505	2004-07-20	265	A
USGS	06719505	2004-07-21	248	A
USGS	06719505	2004-07-22	234	A
USGS	06719505	2004-07-23	261	A
USGS	06719505	2004-07-24	319	A
USGS	06719505	2004-07-25	292	A
USGS	06719505	2004-07-26	238	A
USGS	06719505	2004-07-27	220	A
USGS	06719505	2004-07-28	208	A
USGS	06719505	2004-07-29	209	A
USGS	06719505	2004-07-30	179	A
USGS	06719505	2004-07-31	179	A
USGS	06719505	2004-08-01	163	A
USGS	06719505	2004-08-02	160	A
USGS	06719505	2004-08-03	171	A
USGS	06719505	2004-08-04	158	A
USGS	06719505	2004-08-05	155	A
USGS	06719505	2004-08-06	160	A
USGS	06719505	2004-08-07	143	A
USGS	06719505	2004-08-08	142	A
USGS	06719505	2004-08-09	132	A
USGS	06719505	2004-08-10	149	A
USGS	06719505	2004-08-11	157	A
USGS	06719505	2004-08-12	164	A
USGS	06719505	2004-08-13	160	A
USGS	06719505	2004-08-14	153	A
USGS	06719505	2004-08-15	149	A
USGS	06719505	2004-08-16	142	A
USGS	06719505	2004-08-17	124	A
USGS	06719505	2004-08-18	142	A
USGS	06719505	2004-08-19	207	A
USGS	06719505	2004-08-20	181	A
USGS	06719505	2004-08-21	157	A
USGS	06719505	2004-08-22	140	A
USGS	06719505	2004-08-23	142	A
USGS	06719505	2004-08-24	125	A
USGS	06719505	2004-08-25	122	A
USGS	06719505	2004-08-26	115	A
USGS	06719505	2004-08-27	113	A
USGS	06719505	2004-08-28	116	A
USGS	06719505	2004-08-29	106	A
USGS	06719505	2004-08-30	104	A
USGS	06719505	2004-08-31	111	A
USGS	06719505	2004-09-01	109	A
USGS	06719505	2004-09-02	105	A
USGS	06719505	2004-09-03	99.8	A
USGS	06719505	2004-09-04	100	A
USGS	06719505	2004-09-05	116	A
USGS	06719505	2004-09-06	112	A
USGS	06719505	2004-09-07	106	A
USGS	06719505	2004-09-08	98.0	A
USGS	06719505	2004-09-09	93.5	A
USGS	06719505	2004-09-10	91.1	A
USGS	06719505	2004-09-11	101	A
USGS	06719505	2004-09-12	93.7	A
USGS	06719505	2004-09-13	90.5	A
USGS	06719505	2004-09-14	86.1	A
USGS	06719505	2004-09-15	82.9	A
USGS	06719505	2004-09-16	84.1	A
USGS	06719505	2004-09-17	78.5	A
USGS	06719505	2004-09-18	74.2	A
USGS	06719505	2004-09-19	74.8	A
USGS	06719505	2004-09-20	77.0	A
USGS	06719505	2004-09-21	94.2	A
USGS	06719505	2004-09-22	114	A
USGS	06719505	2004-09-23	98.6	A
USGS	06719505	2004-09-24	91.8	A
USGS	06719505	2004-09-25	108	A
USGS	06719505	2004-09-26	112	A
USGS	06719505	2004-09-27	107	A
USGS	06719505	2004-09-28	105	A
USGS	06719505	2004-09-29	102	A
USGS	06719505	2004-09-30	104	A
USGS	06719505	2004-10-01	88.6	A
USGS	06719505	2004-10-02	84.6	A
USGS	06719505	2004-10-03	77.8	A
USGS	06719505	2004-10-04	78.5	A
USGS	06719505	2004-10-05	82.6	A
USGS	06719505	2004-10-06	131	A
USGS	06719505	2004-10-07	103	A
USGS	06719505	2004-10-08	90.9	A
USGS	06719505	2004-10-09	87.9	A
USGS	06719505	2004-10-10	82.1	A
USGS	06719505	2004-10-11	81.3	A
USGS	06719505	2004-10-12	79.3	A
USGS	06719505	2004-10-13	98.9	A
USGS	06719505	2004-10-14	82.9	A
USGS	06719505	2004-10-15	80.1	A
USGS	06719505	2004-10-16	78.9	A
USGS	06719505	2004-10-17	78.3	A
USGS	06719505	2004-10-18	74.1	A
USGS	06719505	2004-10-19	72.0	A
USGS	06719505	2004-10-20	74.0	A
USGS	06719505	2004-10-21	74.7	A
USGS	06719505	2004-10-22	71.9	A
USGS	06719505	2004-10-23	67.3	A
USGS	06719505	2004-10-24	71.6	A
USGS	06719505	2004-10-25	72.6	A
USGS	06719505	2004-10-26	72.0	A
USGS	06719505	2004-10-27	69.7	A
USGS	06719505	2004-10-28	71.1	A
USGS	06719505	2004-10-29	72.6	A
USGS	06719505	2004-10-30	75.6	A
USGS	06719505	2004-10-31	78.4	A
USGS	06719505	2004-11-01	92.4	A
USGS	06719505	2004-11-02	70.9	A
USGS	06719505	2004-11-03	79.2	A
USGS	06719505	2004-11-04	81.0	A
USGS	06719505	2004-11-05	74.3	A
USGS	06719505	2004-11-06	71.2	A
USGS	06719505	2004-11-07	68.5	A
USGS	06719505	2004-11-08	67.2	A
USGS	06719505	2004-11-09	70.9	A
USGS	06719505	2004-11-10	74.3	A
USGS	06719505	2004-11-11	72.3	A
USGS	06719505	2004-11-12	70.3	A
USGS	06719505	2004-11-13	69.2	A
USGS	06719505	2004-11-14	68.2	A
USGS	06719505	2004-11-15	61.6	A
USGS	06719505	2004-11-16	63.2	A
USGS	06719505	2004-11-17	64.4	A
USGS	06719505	2004-11-18	62.1	A
USGS	06719505	2004-11-19	61.4	A
USGS	06719505	2004-11-20	62.3	A
USGS	06719505	2004-11-21	56.4	A
USGS	06719505	2004-11-22	63.0	A
USGS	06719505	2004-11-23	59.2	A
USGS	06719505	2004-11-24	56.3	A
USGS	06719505	2004-11-25	58.1	A
USGS	06719505	2004-11-26	60.7	A
USGS	06719505	2004-11-27	63.7	A
USGS	06719505	2004-11-28	64.2	A:e
USGS	06719505	2004-11-29	62.9	A:e
USGS	06719505	2004-11-30	59.5	A:e
USGS	06719505	2004-12-01	59.6	A:e
USGS	06719505	2004-12-02	58.3	A:e
USGS	06719505	2004-12-03	59.1	A:e
USGS	06719505	2004-12-04	56.1	A:e
USGS	06719505	2004-12-05	55.8	A:e
USGS	06719505	2004-12-06	54.3	A:e
USGS	06719505	2004-12-07	54.3	A:e
USGS	06719505	2004-12-08	53.6	A:e
USGS	06719505	2004-12-09	57.4	A:e
USGS	06719505	2004-12-10	56.1	A:e
USGS	06719505	2004-12-11	55.5	A:e
USGS	06719505	2004-12-12	56.1	A:e
USGS	06719505	2004-12-13	55.2	A:e
USGS	06719505	2004-12-14	56.5	A:e
USGS	06719505	2004-12-15	54.3	A:e
USGS	06719505	2004-12-16	55.2	A:e
USGS	06719505	2004-12-17	54.6	A:e
USGS	06719505	2004-12-18	55.8	A:e
USGS	06719505	2004-12-19	55.2	A:e
USGS	06719505	2004-12-20	53.6	A:e
USGS	06719505	2004-12-21	54.4	A:e
USGS	06719505	2004-12-22	52.7	A:e
USGS	06719505	2004-12-23	53.1	A:e
USGS	06719505	2004-12-24	49.9	A:e
USGS	06719505	2004-12-25	51.9	A:e
USGS	06719505	2004-12-26	50.5	A:e
USGS	06719505	2004-12-27	52.3	A:e
USGS	06719505	2004-12-28	50.8	A:e
USGS	06719505	2004-12-29	49.5	A:e
USGS	06719505	2004-12-30	50.5	A:e
USGS	06719505	2004-12-31	47.3	A:e
USGS	06719505	2005-01-01	47.3	A:e
USGS	06719505	2005-01-02	47.0	A:e
USGS	06719505	2005-01-03	45.1	A:e
USGS	06719505	2005-01-04	43.9	A:e
USGS	06719505	2005-01-05	43.6	A:e
USGS	06719505	2005-01-06	42.3	A:e
USGS	06719505	2005-01-07	43.6	A:e
USGS	06719505	2005-01-08	44.2	A:e
USGS	06719505	2005-01-09	43.9	A:e
USGS	06719505	2005-01-10	44.2	A:e
USGS	06719505	2005-01-11	44.8	A:e
USGS	06719505	2005-01-12	45.1	A:e
USGS	06719505	2005-01-13	45.5	A:e
USGS	06719505	2005-01-14	44.5	A:e
USGS	06719505	2005-01-15	44.8	A:e
USGS	06719505	2005-01-16	43.9	A:e
USGS	06719505	2005-01-17	43.3	A:e
USGS	06719505	2005-01-18	44.5	A:e
USGS	06719505	2005-01-19	44.8	A:e
USGS	06719505	2005-01-20	45.1	A:e
USGS	06719505	2005-01-21	44.8	A:e
USGS	06719505	2005-01-22	44.5	A:e
USGS	06719505	2005-01-23	45.5	A:e
USGS	06719505	2005-01-24	44.2	A:e
USGS	06719505	2005-01-25	44.2	A:e
USGS	06719505	2005-01-26	43.9	A:e
USGS	06719505	2005-01-27	44.5	A:e
USGS	06719505	2005-01-28	45.9	A:e
USGS	06719505	2005-01-29	45.5	A:e
USGS	06719505	2005-01-30	46.3	A:e
USGS	06719505	2005-01-31	44.8	A:e
USGS	06719505	2005-02-01	45.8	A:e
USGS	06719505	2005-02-02	46.4	A:e
USGS	06719505	2005-02-03	47.0	A:e
USGS	06719505	2005-02-04	44.8	A:e
USGS	06719505	2005-02-05	43.3	A:e
USGS	06719505	2005-02-06	42.6	A:e
USGS	06719505	2005-02-07	40.4	A:e
USGS	06719505	2005-02-08	41.6	A:e
USGS	06719505	2005-02-09	40.0	A:e
USGS	06719505	2005-02-10	39.1	A:e
USGS	06719505	2005-02-11	39.1	A:e
USGS	06719505	2005-02-12	40.0	A:e
USGS	06719505	2005-02-13	39.5	A:e
USGS	06719505	2005-02-14	37.3	A:e
USGS	06719505	2005-02-15	36.8	A:e
USGS	06719505	2005-02-16	39.6	A:e
USGS	06719505	2005-02-17	38.0	A:e
USGS	06719505	2005-02-18	41.4	A:e
USGS	06719505	2005-02-19	41.9	A:e
USGS	06719505	2005-02-20	40.4	A
USGS	06719505	2005-02-21	38.1	A
USGS	06719505	2005-02-22	37.7	A
USGS	06719505	2005-02-23	37.4	A
USGS	06719505	2005-02-24	36.9	A
USGS	06719505	2005-02-25	38.1	A
USGS	06719505	2005-02-26	38.4	A
USGS	06719505	2005-02-27	38.6	A
USGS	06719505	2005-02-28	35.8	A
USGS	06719505	2005-03-01	35.9	A
USGS	06719505	2005-03-02	35.3	A
USGS	06719505	2005-03-03	33.8	A
USGS	06719505	2005-03-04	35.4	A
USGS	06719505	2005-03-05	36.6	A
USGS	06719505	2005-03-06	37.3	A
USGS	06719505	2005-03-07	35.4	A
USGS	06719505	2005-03-08	35.4	A
USGS	06719505	2005-03-09	35.4	A
USGS	06719505	2005-03-10	35.7	A
USGS	06719505	2005-03-11	35.0	A
USGS	06719505	2005-03-12	35.7	A
USGS	06719505	2005-03-13	39.9	A
USGS	06719505	2005-03-14	33.8	A
USGS	06719505	2005-03-15	33.5	A
USGS	06719505	2005-03-16	39.1	A
USGS	06719505	2005-03-17	37.2	A
USGS	06719505	2005-03-18	32.5	A
USGS	06719505	2005-03-19	32.6	A
USGS	06719505	2005-03-20	35.4	A
USGS	06719505	2005-03-21	35.0	A
USGS	06719505	2005-03-22	33.1	A
USGS	06719505	2005-03-23	35.8	A
USGS	06719505	2005-03-24	34.7	A
USGS	06719505	2005-03-25	34.4	A
USGS	06719505	2005-03-26	35.3	A
USGS	06719505	2005-03-27	33.3	A
USGS	06719505	2005-03-28	36.9	A
USGS	06719505	2005-03-29	39.4	A
USGS	06719505	2005-03-30	34.3	A
USGS	06719505	2005-03-31	35.3	A
USGS	06719505	2005-04-01	33.2	A
USGS	06719505	2005-04-02	37.9	A
USGS	06719505	2005-04-03	38.7	A
USGS	06719505	2005-04-04	41.6	A
USGS	06719505	2005-04-05	40.8	A
USGS	06719505	2005-04-06	38.2	A
USGS	06719505	2005-04-07	40.0	A
USGS	06719505	2005-04-08	47.5	A
USGS	06719505	2005-04-09	49.0	A
USGS	06719505	2005-04-10	52.4	A
USGS	06719505	2005-04-11	54.3	A
USGS	06719505	2005-04-12	49.7	A
USGS	06719505	2005-04-13	53.6	A
USGS	06719505	2005-04-14	60.3	A
USGS	06719505	2005-04-15	67.0	A
USGS	06719505	2005-04-16	65.8	A
USGS	06719505	2005-04-17	75.4	A
USGS	06719505	2005-04-18	87.7	A
USGS	06719505	2005-04-19	116	A
USGS	06719505	2005-04-20	105	A
USGS	06719505	2005-04-21	101	A
USGS	06719505	2005-04-22	91.6	A
USGS	06719505	2005-04-23	94.9	A
USGS	06719505	2005-04-24	122	A
USGS	06719505	2005-04-25	163	A
USGS	06719505	2005-04-26	138	A
USGS	06719505	2005-04-27	135	A
USGS	06719505	2005-04-28	144	A
USGS	06719505	2005-04-29	137	A
USGS	06719505	2005-04-30	134	A
USGS	06719505	2005-05-01	135	A
USGS	06719505	2005-05-02	107	A
USGS	06719505	2005-05-03	96.6	A
USGS	06719505	2005-05-04	97.5	A
USGS	06719505	2005-05-05	102	A
USGS	06719505	2005-05-06	113	A
USGS	06719505	2005-05-07	131	A
USGS	06719505	2005-05-08	136	A
USGS	06719505	2005-05-09	126	A
USGS	06719505	2005-05-10	142	A
USGS	06719505	2005-05-11	199	A
USGS	06719505	2005-05-12	197	A
USGS	06719505	2005-05-13	184	A
USGS	06719505	2005-05-14	169	A
USGS	06719505	2005-05-15	176	A
USGS	06719505	2005-05-16	211	A
USGS	06719505	2005-05-17	248	A
USGS	06719505	2005-05-18	255	A
USGS	06719505	2005-05-19	305	A
USGS	06719505	2005-05-20	410	A
USGS	06719505	2005-05-21	515	A
USGS	06719505	2005-05-22	617	A
USGS	06719505	2005-05-23	722	A
USGS	06719505	2005-05-24	767	A
USGS	06719505	2005-05-25	777	A
USGS	06719505	2005-05-26	796	A
USGS	06719505	2005-05-27	746	A
USGS	06719505	2005-05-28	710	A
USGS	06719505	2005-05-29	665	A
USGS	06719505	2005-05-30	686	A
USGS	06719505	2005-05-31	679	A
USGS	06719505	2005-06-01	640	A
USGS	06719505	2005-06-02	648	A
USGS	06719505	2005-06-03	671	A
USGS	06719505	2005-06-04	660	A
USGS	06719505	2005-06-05	601	A
USGS	06719505	2005-06-06	586	A
USGS	06719505	2005-06-07	582	A
USGS	06719505	2005-06-08	581	A
USGS	06719505	2005-06-09	595	A
USGS	06719505	2005-06-10	655	A
USGS	06719505	2005-06-11	607	A
USGS	06719505	2005-06-12	601	A
USGS	06719505	2005-06-13	557	A
USGS	06719505	2005-06-14	515	A
USGS	06719505	2005-06-15	547	A
USGS	06719505	2005-06-16	574	A
USGS	06719505	2005-06-17	631	A
USGS	06719505	2005-06-18	716	A
USGS	06719505	2005-06-19	814	A
USGS	06719505	2005-06-20	856	A
USGS	06719505	2005-06-21	865	A
USGS	06719505	2005-06-22	903	A
USGS	06719505	2005-06-23	926	A
USGS	06719505	2005-06-24	905	A
USGS	06719505	2005-06-25	943	A
USGS	06719505	2005-06-26	862	A
USGS	06719505	2005-06-27	790	A
USGS	06719505	2005-06-28	727	A
USGS	06719505	2005-06-29	684	A
USGS	06719505	2005-06-30	638	A
USGS	06719505	2005-07-01	603	A
USGS	06719505	2005-07-02	576	A
USGS	06719505	2005-07-03	562	A
USGS	06719505	2005-07-04	529	A
USGS	06719505	2005-07-05	511	A
USGS	06719505	2005-07-06	494	A
USGS	06719505	2005-07-07	471	A
USGS	06719505	2005-07-08	424	A
USGS	06719505	2005-07-09	401	A
USGS	06719505	2005-07-10	393	A
USGS	06719505	2005-07-11	368	A
USGS	06719505	2005-07-12	362	A
USGS	06719505	2005-07-13	351	A
USGS	06719505	2005-07-14	339	A
USGS	06719505	2005-07-15	325	A
USGS	06719505	2005-07-16	312	A
USGS	06719505	2005-07-17	290	A
USGS	06719505	2005-07-18	286	A
USGS	06719505	2005-07-19	269	A
USGS	06719505	2005-07-20	250	A
USGS	06719505	2005-07-21	243	A
USGS	06719505	2005-07-22	236	A
USGS	06719505	2005-07-23	227	A
USGS	06719505	2005-07-24	240	A
USGS	06719505	2005-07-25	255	A
USGS	06719505	2005-07-26	268	A
USGS	06719505	2005-07-27	215	A
USGS	06719505	2005-07-28	189	A
USGS	06719505	2005-07-29	174	A
USGS	06719505	2005-07-30	172	A
USGS	06719505	2005-07-31	166	A
USGS	06719505	2005-08-01	165	A
USGS	06719505	2005-08-02	171	A
USGS	06719505	2005-08-03	187	A
USGS	06719505	2005-08-04	260	A
USGS	06719505	2005-08-05	250	A
USGS	06719505	2005-08-06	176	A
USGS	06719505	2005-08-07	155	A
USGS	06719505	2005-08-08	141	A
USGS	06719505	2005-08-09	137	A
USGS	06719505	2005-08-10	152	A
USGS	06719505	2005-08-11	163	A
USGS	06719505	2005-08-12	152	A
USGS	06719505	2005-08-13	142	A
USGS	06719505	2005-08-14	161	A
USGS	06719505	2005-08-15	140	A
USGS	06719505	2005-08-16	137	A
USGS	06719505	2005-08-17	136	A
USGS	06719505	2005-08-18	135	A
USGS	06719505	2005-08-19	159	A
USGS	06719505	2005-08-20	159	A
USGS	06719505	2005-08-21	159	A
USGS	06719505	2005-08-22	159	A
USGS	06719505	2005-08-23	151	A
USGS	06719505	2005-08-24	142	A
USGS	06719505	2005-08-25	138	A
USGS	06719505	2005-08-26	142	A
USGS	06719505	2005-08-27	134	A
USGS	06719505	2005-08-28	126	A
USGS	06719505	2005-08-29	118	A
USGS	06719505	2005-08-30	112	A
USGS	06719505	2005-08-31	106	A
USGS	06719505	2005-09-01	108	A
USGS	06719505	2005-09-02	99.8	A
USGS	06719505	2005-09-03	95.1	A
USGS	06719505	2005-09-04	94.8	A
USGS	06719505	2005-09-05	93.9	A
USGS	06719505	2005-09-06	91.7	A
USGS	06719505	2005-09-07	100	A
USGS	06719505	2005-09-08	97.1	A
USGS	06719505	2005-09-09	113	A
USGS	06719505	2005-09-10	110	A
USGS	06719505	2005-09-11	93.7	A
USGS	06719505	2005-09-12	91.0	A
USGS	06719505	2005-09-13	88.7	A
USGS	06719505	2005-09-14	95.3	A
USGS	06719505	2005-09-15	91.8	A
USGS	06719505	2005-09-16	82.8	A
USGS	06719505	2005-09-17	88.2	A
USGS	06719505	2005-09-18	82.6	A
USGS	06719505	2005-09-19	81.1	A
USGS	06719505	2005-09-20	76.2	A
USGS	06719505	2005-09-21	73.5	A
USGS	06719505	2005-09-22	77.4	A
USGS	06719505	2005-09-23	78.7	A
USGS	06719505	2005-09-24	75.8	A
USGS	06719505	2005-09-25	76.9	A
USGS	06719505	2005-09-26	71.8	A
USGS	06719505	2005-09-27	67.6	A
USGS	06719505	2005-09-28	118	A
USGS	06719505	2005-09-29	107	A
USGS	06719505	2005-09-30	87.6	A
USGS	06719505	2005-10-01	80.8	A
USGS	06719505	2005-10-02	79.1	A
USGS	06719505	2005-10-03	70.6	A
USGS	06719505	2005-10-04	76.2	A
USGS	06719505	2005-10-05	86.4	A
USGS	06719505	2005-10-06	81.5	A
USGS	06719505	2005-10-07	80.8	A
USGS	06719505	2005-10-08	78.9	A
USGS	06719505	2005-10-09	86.9	A
USGS	06719505	2005-10-10	120	A
USGS	06719505	2005-10-11	103	A
USGS	06719505	2005-10-12	95.7	A
USGS	06719505	2005-10-13	91.1	A
USGS	06719505	2005-10-14	90.9	A
USGS	06719505	2005-10-15	94.3	A
USGS	06719505	2005-10-16	93.7	A
USGS	06719505	2005-10-17	91.3	A
USGS	06719505	2005-10-18	90.2	A
USGS	06719505	2005-10-19	89.6	A
USGS	06719505	2005-10-20	89.8	A
USGS	06719505	2005-10-21	86.9	A
USGS	06719505	2005-10-22	83.8	A
USGS	06719505	2005-10-23	81.6	A
USGS	06719505	2005-10-24	79.3	A
USGS	06719505	2005-10-25	71.5	A
USGS	06719505	2005-10-26	68.9	A
USGS	06719505	2005-10-27	67.0	A
USGS	06719505	2005-10-28	65.1	A
USGS	06719505	2005-10-29	67.4	A
USGS	06719505	2005-10-30	68.1	A
USGS	06719505	2005-10-31	64.6	A
USGS	06719505	2005-11-01	64.7	A
USGS	06719505	2005-11-02	69.6	A
USGS	06719505	2005-11-03	63.9	A
USGS	06719505	2005-11-04	65.7	A
USGS	06719505	2005-11-05	67.0	A
USGS	06719505	2005-11-06	66.1	A
USGS	06719505	2005-11-07	66.4	A
USGS	06719505	2005-11-08	67.4	A
USGS	06719505	2005-11-09	65.5	A
USGS	06719505	2005-11-10	62.0	A
USGS	06719505	2005-11-11	64.6	A
USGS	06719505	2005-11-12	67.2	A
USGS	06719505	2005-11-13	59.9	A
USGS	06719505	2005-11-14	66.2	A
USGS	06719505	2005-11-15	63.0	A:e
USGS	06719505	2005-11-16	57.0	A:e
USGS	06719505	2005-11-17	66.0	A:e
USGS	06719505	2005-11-18	64.0	A:e
USGS	06719505	2005-11-19	64.0	A:e
USGS	06719505	2005-11-20	61.2	A
USGS	06719505	2005-11-21	59.4	A
USGS	06719505	2005-11-22	59.9	A
USGS	06719505	2005-11-23	57.2	A
USGS	06719505	2005-11-24	53.0	A:e
USGS	06719505	2005-11-25	55.0	A:e
USGS	06719505	2005-11-26	54.0	A:e
USGS	06719505	2005-11-27	53.0	A:e
USGS	06719505	2005-11-28	49.0	A:e
USGS	06719505	2005-11-29	47.0	A:e
USGS	06719505	2005-11-30	47.0	A:e
USGS	06719505	2005-12-01	46.0	A:e
USGS	06719505	2005-12-02	46.0	A:e
USGS	06719505	2005-12-03	47.0	A:e
USGS	06719505	2005-12-04	47.0	A:e
USGS	06719505	2005-12-05	46.0	A:e
USGS	06719505	2005-12-06	46.0	A:e
USGS	06719505	2005-12-07	45.0	A:e
USGS	06719505	2005-12-08	45.0	A:e
USGS	06719505	2005-12-09	45.0	A:e
USGS	06719505	2005-12-10	43.0	A:e
USGS	06719505	2005-12-11	42.0	A:e
USGS	06719505	2005-12-12	42.0	A:e
USGS	06719505	2005-12-13	41.0	A:e
USGS	06719505	2005-12-14	39.0	A:e
USGS	06719505	2005-12-15	37.0	A:e
USGS	06719505	2005-12-16	37.0	A:e
USGS	06719505	2005-12-17	37.0	A:e
USGS	06719505	2005-12-18	37.0	A:e
USGS	06719505	2005-12-19	37.0	A:e
USGS	06719505	2005-12-20	37.0	A:e
USGS	06719505	2005-12-21	36.0	A:e
USGS	06719505	2005-12-22	35.0	A:e
USGS	06719505	2005-12-23	36.0	A:e
USGS	06719505	2005-12-24	37.0	A:e
USGS	06719505	2005-12-25	37.0	A:e
USGS	06719505	2005-12-26	37.0	A:e
USGS	06719505	2005-12-27	37.0	A:e
USGS	06719505	2005-12-28	37.0	A:e
USGS	06719505	2005-12-29	37.0	A:e
USGS	06719505	2005-12-30	36.0	A:e
USGS	06719505	2005-12-31	39.0	A:e
USGS	06719505	2006-01-01	37.0	A:e
USGS	06719505	2006-01-02	36.0	A:e
USGS	06719505	2006-01-03	39.0	A:e
USGS	06719505	2006-01-04	38.0	A:e
USGS	06719505	2006-01-05	37.0	A:e
USGS	06719505	2006-01-06	39.0	A:e
USGS	06719505	2006-01-07	39.0	A:e
USGS	06719505	2006-01-08	36.0	A:e
USGS	06719505	2006-01-09	36.0	A:e
USGS	06719505	2006-01-10	37.0	A:e
USGS	06719505	2006-01-11	36.0	A:e
USGS	06719505	2006-01-12	35.0	A:e
USGS	06719505	2006-01-13	36.0	A:e
USGS	06719505	2006-01-14	37.0	A:e
USGS	06719505	2006-01-15	35.0	A:e
USGS	06719505	2006-01-16	34.0	A:e
USGS	06719505	2006-01-17	34.0	A:e
USGS	06719505	2006-01-18	33.0	A:e
USGS	06719505	2006-01-19	36.0	A:e
USGS	06719505	2006-01-20	36.0	A:e
USGS	06719505	2006-01-21	36.0	A:e
USGS	06719505	2006-01-22	37.0	A:e
USGS	06719505	2006-01-23	38.0	A:e
USGS	06719505	2006-01-24	39.0	A:e
USGS	06719505	2006-01-25	37.0	A:e
USGS	06719505	2006-01-26	35.0	A:e
USGS	06719505	2006-01-27	37.0	A:e
USGS	06719505	2006-01-28	37.0	A:e
USGS	06719505	2006-01-29	37.0	A:e
USGS	06719505	2006-01-30	38.0	A:e
USGS	06719505	2006-01-31	38.0	A:e
USGS	06719505	2006-02-01	36.0	A:e
USGS	06719505	2006-02-02	36.0	A:e
USGS	06719505	2006-02-03	37.0	A:e
USGS	06719505	2006-02-04	37.0	A:e
USGS	06719505	2006-02-05	37.0	A:e
USGS	06719505	2006-02-06	37.0	A:e
USGS	06719505	2006-02-07	38.0	A:e
USGS	06719505	2006-02-08	35.0	A:e
USGS	06719505	2006-02-09	37.0	A:e
USGS	06719505	2006-02-10	38.0	A:e
USGS	06719505	2006-02-11	39.0	A:e
USGS	06719505	2006-02-12	39.0	A:e
USGS	06719505	2006-02-13	37.0	A:e
USGS	06719505	2006-02-14	37.0	A:e
USGS	06719505	2006-02-15	37.0	A:e
USGS	06719505	2006-02-16	38.0	A:e
USGS	06719505	2006-02-17	39.0	A:e
USGS	06719505	2006-02-18	39.0	A:e
USGS	06719505	2006-02-19	41.0	A:e
USGS	06719505	2006-02-20	41.0	A:e
USGS	06719505	2006-02-21	42.0	A:e
USGS	06719505	2006-02-22	42.0	A:e
USGS	06719505	2006-02-23	42.0	A:e
USGS	06719505	2006-02-24	43.0	A:e
USGS	06719505	2006-02-25	45.0	A:e
USGS	06719505	2006-02-26	45.0	A:e
USGS	06719505	2006-02-27	46.0	A:e
USGS	06719505	2006-02-28	48.5	A
